Order_ID,Order_Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25750,2018-08-14 00:00:00.0000000,Priyanshu,Madhya Pradesh,Indore,78,-6,2,Furniture,Furnishings,UPI
B-25761,2018-08-25 00:00:00.0000000,Madhav,Uttar Pradesh,Mathura,102,-90,1,Clothing,Saree,COD
B-25912,2018-12-16 00:00:00.0000000,Preksha,Delhi,Delhi,102,11,6,Clothing,T-shirt,COD
B-25751,2018-08-14 00:00:00.0000000,Nishant,Maharashtra,Mumbai,10,-8,1,Clothing,Kurti,UPI
B-25656,2018-05-11 00:00:00.0000000,Priyanka,Maharashtra,Pune,101,18,9,Clothing,Skirt,COD
B-25647,2018-05-03 00:00:00.0000000,Sharda,Kerala ,Thiruvananthapuram,42,-6,4,Clothing,Saree,UPI
B-25861,2018-11-15 00:00:00.0000000,Aayush,Uttar Pradesh,Lucknow,56,18,2,Clothing,Hankerchief,UPI
B-25802,2018-10-05 00:00:00.0000000,Yash,Maharashtra,Mumbai,95,5,2,Clothing,Stole,COD
B-25901,2018-12-10 00:00:00.0000000,Suraj,Gujarat,Surat,159,2,3,Furniture,Furnishings,EMI
B-25623,2018-04-22 00:00:00.0000000,Atharv,West Bengal,Kolkata,158,69,3,Clothing,Stole,EMI
B-25751,2018-08-14 00:00:00.0000000,Nishant,Maharashtra,Mumbai,106,0,2,Electronics,Phones,EMI
B-26052,2018-03-08 00:00:00.0000000,Ajay,Karnataka,Bangalore,101,16,4,Clothing,T-shirt,COD
B-25886,2018-11-28 00:00:00.0000000,Brijesh,Rajasthan,Udaipur,107,37,3,Clothing,Shirt,COD
B-25804,2018-10-05 00:00:00.0000000,Sudheer,Karnataka,Bangalore,156,36,5,Clothing,T-shirt,EMI
B-25734,2018-07-29 00:00:00.0000000,Pranav,Madhya Pradesh,Indore,108,-19,3,Electronics,Electronic Games,UPI
B-25610,2018-04-09 00:00:00.0000000,Yogesh,Bihar,Patna,107,-54,4,Clothing,Stole,EMI
B-25711,2018-07-06 00:00:00.0000000,Sakshi,Madhya Pradesh,Bhopal,100,-58,4,Clothing,Hankerchief,COD
B-25985,2018-01-31 00:00:00.0000000,Ginny,Madhya Pradesh,Indore,108,26,4,Clothing,Shirt,UPI
B-25864,2018-11-15 00:00:00.0000000,Aromal,Maharashtra,Mumbai,100,6,4,Clothing,Stole,COD
B-25648,2018-05-04 00:00:00.0000000,Aditya,Punjab,Chandigarh,100,-23,1,Electronics,Phones,COD
B-26086,2018-03-26 00:00:00.0000000,Mukesh,Haryana,Chandigarh,43,17,2,Clothing,T-shirt,UPI
B-25835,2018-10-29 00:00:00.0000000,Moumita,Gujarat,Ahmedabad,155,26,3,Clothing,Stole,EMI
B-25949,2018-01-13 00:00:00.0000000,Shantanu,Maharashtra,Mumbai,151,9,3,Clothing,Hankerchief,EMI
B-25930,2018-01-03 00:00:00.0000000,Monica,Punjab,Chandigarh,151,29,5,Clothing,Hankerchief,EMI
B-25655,2018-05-11 00:00:00.0000000,Nida,Madhya Pradesh,Indore,110,-68,4,Clothing,Saree,EMI
B-25757,2018-08-21 00:00:00.0000000,Vishakha,Madhya Pradesh,Indore,98,9,2,Furniture,Furnishings,COD
B-25655,2018-05-11 00:00:00.0000000,Nida,Madhya Pradesh,Indore,97,-62,2,Clothing,Trousers,COD
B-26033,2018-02-22 00:00:00.0000000,Atharv,West Bengal,Kolkata,111,35,5,Clothing,Shirt,COD
B-26083,2018-03-24 00:00:00.0000000,Yogesh,Bihar,Patna,45,17,1,Electronics,Accessories,COD
B-25805,2018-10-05 00:00:00.0000000,Ankit,Maharashtra,Mumbai,112,15,2,Furniture,Chairs,COD
B-25955,2018-01-16 00:00:00.0000000,Shiva,Maharashtra,Pune,110,20,5,Clothing,Stole,Debit Card
B-25762,2018-08-26 00:00:00.0000000,Anudeep,Madhya Pradesh,Indore,98,-5,2,Clothing,Saree,UPI
B-25919,2018-12-23 00:00:00.0000000,Neha,Rajasthan,Udaipur,110,12,7,Clothing,Stole,Debit Card
B-25853,2018-11-08 00:00:00.0000000,Gaurav,Gujarat,Ahmedabad,95,11,4,Furniture,Furnishings,COD
B-25925,2018-12-29 00:00:00.0000000,Shruti,Maharashtra,Mumbai,1228,14,3,Furniture,Chairs,UPI
B-26023,2018-02-19 00:00:00.0000000,Mukesh,Haryana,Chandigarh,29,0,3,Furniture,Furnishings,COD
B-26055,2018-03-10 00:00:00.0000000,Harivansh,Uttar Pradesh,Mathura,94,27,2,Clothing,T-shirt,COD
B-25653,2018-05-08 00:00:00.0000000,Farah,Nagaland,Kohima,115,25,1,Electronics,Accessories,COD
B-25893,2018-12-04 00:00:00.0000000,Vrinda,Uttar Pradesh,Mathura,149,15,3,Clothing,Saree,EMI
B-26052,2018-03-08 00:00:00.0000000,Ajay,Karnataka,Bangalore,148,23,4,Clothing,Kurti,EMI
B-25830,2018-10-26 00:00:00.0000000,Aastha,Himachal Pradesh,Simla,93,15,2,Electronics,Accessories,COD
B-26040,2018-02-26 00:00:00.0000000,Sahil,Punjab,Chandigarh,113,24,4,Clothing,Hankerchief,Debit Card
B-25981,2018-01-28 00:00:00.0000000,Amruta,Delhi,Delhi,48,2,3,Clothing,Stole,COD
B-25954,2018-01-14 00:00:00.0000000,Trupti,Gujarat,Ahmedabad,148,9,1,Electronics,Electronic Games,UPI
B-25889,2018-12-03 00:00:00.0000000,Abhishek,Gujarat,Surat,114,11,4,Clothing,T-shirt,Debit Card
B-25810,2018-10-10 00:00:00.0000000,Nripraj,Punjab,Chandigarh,92,42,2,Clothing,Stole,COD
B-25637,2018-04-26 00:00:00.0000000,Ashmi,Madhya Pradesh,Indore,117,14,3,Clothing,Shirt,UPI
B-25801,2018-10-01 00:00:00.0000000,Aryan,Madhya Pradesh,Bhopal,21,-10,4,Clothing,Leggings,COD
B-25783,2018-09-15 00:00:00.0000000,Shivangi,Madhya Pradesh,Indore,33,-10,6,Clothing,Leggings,UPI
B-25697,2018-06-22 00:00:00.0000000,Vijay,Jammu and Kashmir,Kashmir,114,8,3,Electronics,Accessories,Debit Card
B-26028,2018-02-20 00:00:00.0000000,Manju,Andhra Pradesh,Hyderabad,115,0,1,Electronics,Accessories,Debit Card
B-25851,2018-11-06 00:00:00.0000000,Kushal,Nagaland,Kohima,90,29,5,Clothing,T-shirt,COD
B-25938,2018-01-05 00:00:00.0000000,Shikhar,Himachal Pradesh,Simla,61,1,2,Furniture,Furnishings,COD
B-25820,2018-10-16 00:00:00.0000000,Dheeraj,Rajasthan,Jaipur,119,1,1,Furniture,Chairs,COD
B-25850,2018-11-05 00:00:00.0000000,Abhishek,Goa,Goa,117,36,2,Clothing,Trousers,Debit Card
B-25924,2018-12-28 00:00:00.0000000,Prajakta,Karnataka,Bangalore,148,54,2,Furniture,Chairs,UPI
B-25609,2018-04-09 00:00:00.0000000,Jitesh,Uttar Pradesh,Lucknow,249,-5,4,Clothing,Saree,COD
B-25898,2018-12-07 00:00:00.0000000,Abhishek,Rajasthan,Udaipur,147,73,3,Clothing,Stole,UPI
B-25814,2018-10-10 00:00:00.0000000,Swapnil,Madhya Pradesh,Indore,118,35,7,Clothing,T-shirt,EMI
B-26087,2018-03-26 00:00:00.0000000,Vandana,Himachal Pradesh,Simla,119,56,7,Clothing,Saree,EMI
B-25901,2018-12-10 00:00:00.0000000,Suraj,Gujarat,Surat,90,27,2,Clothing,T-shirt,COD
B-26025,2018-02-19 00:00:00.0000000,Bhavna,Sikkim,Gangtok,32,1,2,Clothing,Stole,COD
B-25631,2018-04-24 00:00:00.0000000,Ritu,Haryana,Chandigarh,89,-89,2,Furniture,Furnishings,COD
B-25954,2018-01-14 00:00:00.0000000,Trupti,Gujarat,Ahmedabad,146,66,1,Electronics,Phones,UPI
B-25956,2018-01-17 00:00:00.0000000,Shreya,Maharashtra,Mumbai,89,-37,4,Clothing,Shirt,COD
B-26096,2018-03-28 00:00:00.0000000,Atharv,West Bengal,Kolkata,88,11,3,Electronics,Accessories,COD
B-25862,2018-11-15 00:00:00.0000000,Amol,Bihar,Patna,121,41,4,Clothing,Stole,EMI
B-26054,2018-03-10 00:00:00.0000000,Mayank,Maharashtra,Mumbai,88,20,2,Clothing,Saree,COD
B-25698,2018-06-23 00:00:00.0000000,Amisha,Tamil Nadu,Chennai,87,-83,5,Clothing,Kurti,COD
B-25606,2018-04-06 00:00:00.0000000,Hazel,Karnataka,Bangalore,87,4,2,Clothing,Shirt,COD
B-25928,2018-01-01 00:00:00.0000000,Smriti,Bihar,Patna,122,15,3,Electronics,Accessories,EMI
B-26005,2018-02-08 00:00:00.0000000,Parnavi,West Bengal,Kolkata,87,10,3,Clothing,Stole,COD
B-25963,2018-01-19 00:00:00.0000000,Pratiksha,Maharashtra,Mumbai,53,8,3,Furniture,Furnishings,UPI
B-25952,2018-01-13 00:00:00.0000000,Priyanka,Madhya Pradesh,Indore,87,-32,9,Clothing,Skirt,COD
B-25683,2018-06-08 00:00:00.0000000,Shreya,Kerala ,Thiruvananthapuram,86,-55,6,Clothing,Saree,COD
B-25914,2018-12-18 00:00:00.0000000,Kajal,Delhi,Delhi,125,22,3,Clothing,Stole,EMI
B-25828,2018-10-24 00:00:00.0000000,Nikita,Punjab,Chandigarh,128,-3,3,Clothing,Saree,Debit Card
B-25743,2018-08-07 00:00:00.0000000,Aman,Nagaland,Kohima,143,-124,5,Clothing,Saree,UPI
B-26085,2018-03-26 00:00:00.0000000,Shrichand,Punjab,Chandigarh,86,22,2,Clothing,Saree,COD
B-25869,2018-11-19 00:00:00.0000000,Parakh,Nagaland,Kohima,86,9,3,Clothing,Saree,COD
B-25773,2018-09-06 00:00:00.0000000,Shreya,Kerala ,Thiruvananthapuram,85,-9,4,Clothing,Saree,COD
B-25700,2018-06-25 00:00:00.0000000,Shubhi,Maharashtra,Mumbai,129,-75,5,Clothing,Shirt,Debit Card
B-25921,2018-12-25 00:00:00.0000000,Sandra,Punjab,Amritsar,84,-42,2,Electronics,Accessories,COD
B-25730,2018-07-22 00:00:00.0000000,Rishabh,Rajasthan,Jaipur,83,-81,3,Furniture,Chairs,COD
B-26083,2018-03-24 00:00:00.0000000,Yogesh,Bihar,Patna,143,6,2,Electronics,Accessories,UPI
B-25849,2018-11-04 00:00:00.0000000,K,Sikkim,Gangtok,336,123,3,Electronics,Phones,UPI
B-25909,2018-12-13 00:00:00.0000000,Sujay,Maharashtra,Pune,323,122,5,Electronics,Phones,UPI
B-26038,2018-02-24 00:00:00.0000000,Pooja,Bihar,Patna,130,61,3,Clothing,Shirt,Debit Card
B-25999,2018-02-05 00:00:00.0000000,Diwakar,Delhi,Delhi,152,-3,5,Clothing,Saree,COD
B-25928,2018-01-01 00:00:00.0000000,Smriti,Bihar,Patna,25,10,1,Furniture,Furnishings,UPI
B-25878,2018-11-24 00:00:00.0000000,Mrinal,Maharashtra,Mumbai,140,15,5,Clothing,Stole,UPI
B-25843,2018-11-03 00:00:00.0000000,Mrunal,Maharashtra,Mumbai,45,0,2,Clothing,Stole,UPI
B-25959,2018-01-18 00:00:00.0000000,Muskan,Madhya Pradesh,Indore,132,49,3,Clothing,Shirt,COD
B-25630,2018-04-24 00:00:00.0000000,Sahil,Punjab,Chandigarh,133,12,5,Clothing,Stole,Debit Card
B-25858,2018-11-13 00:00:00.0000000,Uudhav,Maharashtra,Mumbai,82,13,2,Clothing,Shirt,COD
B-26096,2018-03-28 00:00:00.0000000,Atharv,West Bengal,Kolkata,140,56,4,Clothing,Shirt,UPI
B-25838,2018-10-29 00:00:00.0000000,Sanjana,Madhya Pradesh,Indore,81,19,7,Clothing,Hankerchief,COD
B-25943,2018-01-09 00:00:00.0000000,Shardul,Gujarat,Ahmedabad,137,38,5,Clothing,Hankerchief,Debit Card
B-25780,2018-09-13 00:00:00.0000000,Teena,Andhra Pradesh,Hyderabad,137,-41,3,Electronics,Phones,Debit Card
B-25949,2018-01-13 00:00:00.0000000,Shantanu,Maharashtra,Mumbai,140,57,2,Clothing,Trousers,Debit Card
B-25892,2018-12-04 00:00:00.0000000,Aditi,Rajasthan,Udaipur,139,30,3,Clothing,Shirt,UPI
B-26054,2018-03-10 00:00:00.0000000,Mayank,Maharashtra,Mumbai,138,11,5,Clothing,Stole,UPI
B-25988,2018-01-31 00:00:00.0000000,Nirja,Delhi,Delhi,79,-124,9,Clothing,Skirt,COD
B-25939,2018-01-05 00:00:00.0000000,Vineet,Sikkim,Gangtok,136,41,3,Electronics,Accessories,UPI
B-26083,2018-03-24 00:00:00.0000000,Yogesh,Bihar,Patna,145,16,3,Clothing,T-shirt,Debit Card
B-26078,2018-03-22 00:00:00.0000000,Kasheen,West Bengal,Kolkata,44,20,2,Clothing,T-shirt,UPI
B-25902,2018-12-10 00:00:00.0000000,Ishpreet,Maharashtra,Mumbai,79,6,7,Clothing,Saree,COD
B-25676,2018-06-01 00:00:00.0000000,Chandni,Rajasthan,Jaipur,79,36,4,Clothing,Shirt,COD
B-26016,2018-02-14 00:00:00.0000000,Hazel,Karnataka,Bangalore,134,-13,3,Electronics,Electronic Games,UPI
B-25950,2018-01-13 00:00:00.0000000,Shruti,Madhya Pradesh,Indore,133,5,5,Clothing,Stole,UPI
B-26056,2018-03-10 00:00:00.0000000,Sonal,Bihar,Patna,47,20,7,Clothing,Hankerchief,UPI
B-25645,2018-05-01 00:00:00.0000000,Yaanvi,Madhya Pradesh,Indore,133,-42,1,Electronics,Printers,UPI
B-25906,2018-12-11 00:00:00.0000000,Abhijit,Delhi,Delhi,78,27,3,Clothing,Stole,COD
B-26017,2018-02-14 00:00:00.0000000,Sonakshi,Jammu and Kashmir,Kashmir,78,7,1,Furniture,Chairs,COD
B-25644,2018-04-30 00:00:00.0000000,Mayank,Maharashtra,Mumbai,76,-92,8,Furniture,Furnishings,COD
B-25679,2018-06-04 00:00:00.0000000,Avni,Maharashtra,Mumbai,76,-50,1,Clothing,Saree,COD
B-25854,2018-11-08 00:00:00.0000000,Shubham,Maharashtra,Pune,76,19,3,Clothing,Hankerchief,COD
B-25670,2018-05-25 00:00:00.0000000,Charika,Goa,Goa,74,29,3,Clothing,Stole,COD
B-25792,2018-09-24 00:00:00.0000000,Abhishek,Maharashtra,Mumbai,74,-25,3,Clothing,Stole,COD
B-25808,2018-10-08 00:00:00.0000000,Apsingekar,Bihar,Patna,146,-63,3,Electronics,Electronic Games,Debit Card
B-25750,2018-08-14 00:00:00.0000000,Priyanshu,Madhya Pradesh,Indore,73,-31,1,Furniture,Bookcases,COD
B-26051,2018-03-07 00:00:00.0000000,Parishi,West Bengal,Kolkata,80,22,3,Clothing,Stole,UPI
B-26076,2018-03-21 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,133,46,5,Clothing,Shirt,EMI
B-25946,2018-01-12 00:00:00.0000000,Saurabh,Andhra Pradesh,Hyderabad,146,7,2,Electronics,Phones,Debit Card
B-25648,2018-05-04 00:00:00.0000000,Aditya,Punjab,Chandigarh,130,-41,4,Clothing,Saree,EMI
B-25992,2018-02-03 00:00:00.0000000,Gaurav,Rajasthan,Udaipur,141,41,3,Clothing,Shirt,UPI
B-25848,2018-11-03 00:00:00.0000000,Rohan,Himachal Pradesh,Simla,147,21,3,Furniture,Furnishings,Debit Card
B-25697,2018-06-22 00:00:00.0000000,Vijay,Jammu and Kashmir,Kashmir,73,-7,1,Electronics,Phones,COD
B-25659,2018-05-15 00:00:00.0000000,Sanskriti,West Bengal,Kolkata,148,72,7,Clothing,T-shirt,Debit Card
B-25716,2018-07-11 00:00:00.0000000,Surabhi,Tamil Nadu,Chennai,58,0,4,Clothing,Saree,UPI
B-25652,2018-05-08 00:00:00.0000000,Tushina,Goa,Goa,21,-13,3,Clothing,Leggings,UPI
B-26093,2018-03-27 00:00:00.0000000,Sarita,Maharashtra,Pune,148,25,3,Clothing,Saree,Debit Card
B-25725,2018-07-20 00:00:00.0000000,Anisha,Nagaland,Kohima,144,-7,4,Electronics,Electronic Games,COD
B-25661,2018-05-17 00:00:00.0000000,Subhashree,Jammu and Kashmir,Kashmir,145,-104,5,Furniture,Chairs,UPI
B-25693,2018-06-18 00:00:00.0000000,Parna,Madhya Pradesh,Bhopal,72,-49,1,Electronics,Phones,COD
B-25910,2018-12-14 00:00:00.0000000,Jay,Delhi,Delhi,125,15,5,Clothing,Shirt,EMI
B-25943,2018-01-09 00:00:00.0000000,Shardul,Gujarat,Ahmedabad,149,15,3,Clothing,Saree,Debit Card
B-26100,2018-03-31 00:00:00.0000000,Hitika,Madhya Pradesh,Indore,72,16,2,Clothing,Shirt,COD
B-25830,2018-10-26 00:00:00.0000000,Aastha,Himachal Pradesh,Simla,71,0,8,Clothing,Skirt,COD
B-25932,2018-01-04 00:00:00.0000000,Bhutekar,Madhya Pradesh,Indore,71,-14,4,Furniture,Furnishings,COD
B-25929,2018-01-02 00:00:00.0000000,Girase,Kerala ,Thiruvananthapuram,154,-85,3,Furniture,Chairs,EMI
B-25708,2018-07-01 00:00:00.0000000,Kishwar,Madhya Pradesh,Indore,191,13,8,Furniture,Furnishings,COD
B-25921,2018-12-25 00:00:00.0000000,Sandra,Punjab,Amritsar,170,19,5,Clothing,T-shirt,UPI
B-25755,2018-08-19 00:00:00.0000000,Shourya,Kerala ,Thiruvananthapuram,47,-3,2,Clothing,Stole,UPI
B-25640,2018-04-27 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,122,-47,4,Clothing,Saree,EMI
B-25838,2018-10-29 00:00:00.0000000,Sanjana,Madhya Pradesh,Indore,70,26,5,Clothing,Hankerchief,COD
B-26025,2018-02-19 00:00:00.0000000,Bhavna,Sikkim,Gangtok,155,5,3,Clothing,Stole,EMI
B-25789,2018-09-22 00:00:00.0000000,Akshay,Uttar Pradesh,Lucknow,67,-86,9,Furniture,Furnishings,COD
B-25697,2018-06-22 00:00:00.0000000,Vijay,Jammu and Kashmir,Kashmir,67,-42,3,Clothing,Stole,COD
B-25797,2018-09-30 00:00:00.0000000,Sauptik,Madhya Pradesh,Indore,148,-101,2,Furniture,Bookcases,UPI
B-26064,2018-03-16 00:00:00.0000000,Ankita,Maharashtra,Mumbai,122,38,6,Clothing,T-shirt,Credit Card
B-25732,2018-07-27 00:00:00.0000000,Anubhaw,Karnataka,Bangalore,16,-5,2,Clothing,Stole,UPI
B-25654,2018-05-10 00:00:00.0000000,Sabah,Maharashtra,Mumbai,121,-17,3,Furniture,Furnishings,Credit Card
B-25750,2018-08-14 00:00:00.0000000,Priyanshu,Madhya Pradesh,Indore,42,-15,12,Clothing,Skirt,UPI
B-25751,2018-08-14 00:00:00.0000000,Nishant,Maharashtra,Mumbai,65,-4,6,Clothing,Hankerchief,COD
B-25889,2018-12-03 00:00:00.0000000,Abhishek,Gujarat,Surat,119,-43,7,Clothing,Kurti,Credit Card
B-25683,2018-06-08 00:00:00.0000000,Shreya,Kerala ,Thiruvananthapuram,155,56,3,Furniture,Furnishings,EMI
B-25602,2018-04-01 00:00:00.0000000,Vrinda,Maharashtra,Pune,119,-5,8,Clothing,Saree,Credit Card
B-25871,2018-11-21 00:00:00.0000000,Gunjal,Gujarat,Surat,118,25,4,Clothing,Hankerchief,Credit Card
B-25953,2018-01-14 00:00:00.0000000,Krutika,Andhra Pradesh,Hyderabad,116,22,1,Electronics,Accessories,Credit Card
B-25950,2018-01-13 00:00:00.0000000,Shruti,Madhya Pradesh,Indore,158,-29,10,Clothing,Hankerchief,EMI
B-26091,2018-03-27 00:00:00.0000000,Manju,Andhra Pradesh,Hyderabad,158,69,3,Clothing,Stole,EMI
B-25753,2018-08-17 00:00:00.0000000,Shivam,Uttar Pradesh,Lucknow,65,-52,3,Electronics,Accessories,COD
B-25611,2018-04-11 00:00:00.0000000,Anita,Kerala ,Thiruvananthapuram,160,-59,2,Clothing,Saree,EMI
B-25935,2018-01-04 00:00:00.0000000,Sudhir,Nagaland,Kohima,162,20,3,Furniture,Chairs,EMI
B-25886,2018-11-28 00:00:00.0000000,Brijesh,Rajasthan,Udaipur,63,1,4,Clothing,T-shirt,COD
B-25833,2018-10-29 00:00:00.0000000,Krishna,Madhya Pradesh,Indore,64,27,5,Clothing,Hankerchief,UPI
B-25665,2018-05-21 00:00:00.0000000,Chayanika,Kerala ,Thiruvananthapuram,166,-113,4,Electronics,Accessories,EMI
B-25694,2018-06-18 00:00:00.0000000,Subhasmita,Rajasthan,Jaipur,167,43,7,Clothing,T-shirt,EMI
B-25668,2018-05-24 00:00:00.0000000,Rhea,Himachal Pradesh,Simla,123,17,3,Furniture,Furnishings,COD
B-25945,2018-01-11 00:00:00.0000000,Mhatre,Madhya Pradesh,Indore,63,14,2,Clothing,Shirt,COD
B-25954,2018-01-14 00:00:00.0000000,Trupti,Gujarat,Ahmedabad,891,0,5,Clothing,Saree,COD
B-25818,2018-10-14 00:00:00.0000000,Sandeep,Madhya Pradesh,Indore,75,28,9,Clothing,Hankerchief,UPI
B-25861,2018-11-15 00:00:00.0000000,Aayush,Uttar Pradesh,Lucknow,62,6,5,Clothing,Hankerchief,COD
B-25721,2018-07-16 00:00:00.0000000,Anchal,Haryana,Chandigarh,29,-18,7,Clothing,Skirt,UPI
B-26024,2018-02-19 00:00:00.0000000,Vandana,Himachal Pradesh,Simla,168,18,6,Clothing,Stole,Debit Card
B-26056,2018-03-10 00:00:00.0000000,Sonal,Bihar,Patna,70,24,3,Clothing,Stole,UPI
B-26050,2018-03-06 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,169,55,4,Clothing,Saree,Debit Card
B-25708,2018-07-01 00:00:00.0000000,Kishwar,Madhya Pradesh,Indore,32,-8,2,Clothing,Stole,COD
B-25651,2018-05-07 00:00:00.0000000,Anurag,Madhya Pradesh,Indore,44,-8,3,Clothing,Stole,UPI
B-25616,2018-04-15 00:00:00.0000000,Kanak,Goa,Goa,116,-56,5,Clothing,Stole,Credit Card
B-25827,2018-10-23 00:00:00.0000000,Sheetal,Madhya Pradesh,Indore,156,21,3,Furniture,Chairs,COD
B-25996,2018-02-04 00:00:00.0000000,Prashant,Delhi,Delhi,62,6,6,Clothing,Skirt,COD
B-25830,2018-10-26 00:00:00.0000000,Aastha,Himachal Pradesh,Simla,54,1,2,Clothing,Saree,UPI
B-25951,2018-01-13 00:00:00.0000000,Jesal,West Bengal,Kolkata,111,11,9,Clothing,Hankerchief,Credit Card
B-25713,2018-07-08 00:00:00.0000000,Raksha,West Bengal,Kolkata,158,-63,4,Furniture,Chairs,UPI
B-25678,2018-06-03 00:00:00.0000000,Bathina,Karnataka,Bangalore,7,-3,2,Clothing,Skirt,UPI
B-25901,2018-12-10 00:00:00.0000000,Suraj,Gujarat,Surat,61,28,2,Clothing,Hankerchief,UPI
B-25798,2018-10-01 00:00:00.0000000,Shishu,Andhra Pradesh,Hyderabad,61,-50,4,Clothing,Hankerchief,COD
B-25902,2018-12-10 00:00:00.0000000,Ishpreet,Maharashtra,Mumbai,154,26,4,Electronics,Accessories,COD
B-25851,2018-11-06 00:00:00.0000000,Kushal,Nagaland,Kohima,62,1,3,Clothing,Saree,COD
B-25944,2018-01-10 00:00:00.0000000,Syed,Maharashtra,Pune,169,38,3,Clothing,Saree,Debit Card
B-25939,2018-01-05 00:00:00.0000000,Vineet,Sikkim,Gangtok,61,18,2,Electronics,Accessories,COD
B-25656,2018-05-11 00:00:00.0000000,Priyanka,Maharashtra,Pune,61,-23,2,Clothing,Saree,COD
B-25695,2018-06-18 00:00:00.0000000,Suhani,West Bengal,Kolkata,171,14,9,Clothing,Shirt,Debit Card
B-25781,2018-09-14 00:00:00.0000000,Rutuja,Gujarat,Ahmedabad,60,-49,8,Clothing,Hankerchief,COD
B-25783,2018-09-15 00:00:00.0000000,Shivangi,Madhya Pradesh,Indore,25,-11,1,Clothing,Stole,UPI
B-25867,2018-11-17 00:00:00.0000000,Ankit,Sikkim,Gangtok,163,26,4,Clothing,Shirt,COD
B-25993,2018-02-03 00:00:00.0000000,Madhav,Delhi,Delhi,173,86,1,Electronics,Printers,Debit Card
B-25755,2018-08-19 00:00:00.0000000,Shourya,Kerala ,Thiruvananthapuram,257,-3,2,Furniture,Bookcases,UPI
B-25880,2018-11-24 00:00:00.0000000,Apoorv,Rajasthan,Udaipur,108,37,2,Clothing,Stole,Credit Card
B-25941,2018-01-07 00:00:00.0000000,Jaideep,Nagaland,Kohima,177,41,4,Clothing,Shirt,Debit Card
B-25757,2018-08-21 00:00:00.0000000,Vishakha,Madhya Pradesh,Indore,106,15,7,Clothing,Hankerchief,Credit Card
B-25754,2018-08-18 00:00:00.0000000,Akshay,Bihar,Patna,41,-14,5,Clothing,Leggings,UPI
B-25653,2018-05-08 00:00:00.0000000,Farah,Nagaland,Kohima,168,-10,3,Electronics,Accessories,UPI
B-25821,2018-10-16 00:00:00.0000000,Ajay,West Bengal,Kolkata,60,21,4,Clothing,Stole,COD
B-25706,2018-07-01 00:00:00.0000000,Swetlana,Goa,Goa,31,-11,4,Clothing,Stole,COD
B-26064,2018-03-16 00:00:00.0000000,Ankita,Maharashtra,Mumbai,179,0,2,Clothing,Saree,Debit Card
B-25803,2018-10-05 00:00:00.0000000,Shivanshu,Madhya Pradesh,Indore,106,12,3,Clothing,Trousers,Credit Card
B-26076,2018-03-21 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,60,13,2,Clothing,T-shirt,COD
B-25603,2018-04-03 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,180,5,3,Clothing,Trousers,Debit Card
B-25903,2018-12-10 00:00:00.0000000,Amlan,Madhya Pradesh,Indore,60,-10,2,Furniture,Furnishings,COD
B-25938,2018-01-05 00:00:00.0000000,Shikhar,Himachal Pradesh,Simla,59,25,3,Clothing,Stole,COD
B-25868,2018-11-18 00:00:00.0000000,Vikash,Goa,Goa,170,73,2,Electronics,Accessories,UPI
B-25956,2018-01-17 00:00:00.0000000,Shreya,Maharashtra,Mumbai,59,10,2,Clothing,Hankerchief,COD
B-25652,2018-05-08 00:00:00.0000000,Tushina,Goa,Goa,24,-21,7,Clothing,Skirt,COD
B-25883,2018-11-27 00:00:00.0000000,Saptadeep,Gujarat,Surat,105,-26,8,Clothing,Leggings,Credit Card
B-26096,2018-03-28 00:00:00.0000000,Atharv,West Bengal,Kolkata,103,46,2,Clothing,Saree,Credit Card
B-25969,2018-01-21 00:00:00.0000000,Shreyshi,Gujarat,Surat,171,17,6,Clothing,T-shirt,UPI
B-25951,2018-01-13 00:00:00.0000000,Jesal,West Bengal,Kolkata,102,13,2,Clothing,Stole,Credit Card
B-25855,2018-11-08 00:00:00.0000000,Abhijeet,Madhya Pradesh,Bhopal,98,12,2,Clothing,Hankerchief,Credit Card
B-26091,2018-03-27 00:00:00.0000000,Manju,Andhra Pradesh,Hyderabad,59,10,4,Clothing,Leggings,COD
B-25954,2018-01-14 00:00:00.0000000,Trupti,Gujarat,Ahmedabad,189,60,4,Furniture,Furnishings,Debit Card
B-25763,2018-08-27 00:00:00.0000000,Noshiba,Gujarat,Ahmedabad,58,-52,3,Furniture,Chairs,COD
B-25945,2018-01-11 00:00:00.0000000,Mhatre,Madhya Pradesh,Indore,60,3,3,Clothing,Saree,UPI
B-25740,2018-08-03 00:00:00.0000000,Rane,Maharashtra,Mumbai,58,-8,2,Clothing,Saree,COD
B-25818,2018-10-14 00:00:00.0000000,Sandeep,Madhya Pradesh,Indore,94,20,2,Furniture,Furnishings,UPI
B-25603,2018-04-03 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,193,-166,3,Clothing,Saree,EMI
B-25964,2018-01-20 00:00:00.0000000,Oshin,Maharashtra,Pune,199,0,4,Clothing,Stole,EMI
B-25930,2018-01-03 00:00:00.0000000,Monica,Punjab,Chandigarh,202,89,9,Clothing,T-shirt,EMI
